sample,layer,channel,original_acc,pot_acc,original_output,pot_output,absolute_error
118,0,13,611,611,60,60,0
118,0,14,-709,-709,-17,-17,0
118,0,15,-994,-994,-17,-17,0
118,1,0,-844,-844,-46,-46,0
118,1,1,414,414,33,33,0
118,1,2,-135,-135,-1,-1,0
118,1,3,798,798,57,57,0
119,0,0,-161,-161,-17,-17,0
119,0,1,-964,-964,-17,-17,0
119,0,2,1638,1638,127,127,0
119,0,3,1165,1165,127,127,0
119,0,4,-1723,-1723,-17,-17,0
119,0,5,1209,1209,127,127,0
119,0,6,391,391,32,32,0
119,0,7,-1717,-1717,-17,-17,0
119,0,8,-1155,-1155,-17,-17,0
119,0,9,232,232,12,12,0
119,0,10,299,299,21,21,0
119,0,11,-609,-609,-17,-17,0
119,0,12,13,13,-15,-15,0
119,0,13,995,995,108,108,0
119,0,14,327,327,24,24,0
119,0,15,124,124,-1,-1,0
119,1,0,-1008,-1008,-56,-56,0
119,1,1,1108,1108,76,76,0
119,1,2,1599,1599,107,107,0
119,1,3,855,855,61,61,0
120,0,0,1711,1711,127,127,0
120,0,1,-2448,-2448,-17,-17,0
120,0,2,-3067,-3067,-17,-17,0
120,0,3,-1871,-1871,-17,-17,0
120,0,4,-525,-525,-17,-17,0
120,0,5,716,716,73,73,0
120,0,6,3157,3157,127,127,0
120,0,7,3948,3948,127,127,0
120,0,8,-211,-211,-17,-17,0
120,0,9,-4325,-4325,-17,-17,0
120,0,10,-2604,-2604,-17,-17,0
120,0,11,-388,-388,-17,-17,0
120,0,12,313,313,22,22,0
120,0,13,1809,1809,127,127,0
120,0,14,3725,3725,127,127,0
120,0,15,1996,1996,127,127,0
120,1,0,-812,-812,-44,-44,0
120,1,1,2199,2199,127,127,0
120,1,2,296,296,26,26,0
120,1,3,265,265,24,24,0
121,0,0,-761,-761,-17,-17,0
121,0,1,-2074,-2074,-17,-17,0
121,0,2,-342,-342,-17,-17,0
121,0,3,-1130,-1130,-17,-17,0
121,0,4,962,962,103,103,0
121,0,5,2244,2244,127,127,0
121,0,6,-59,-59,-17,-17,0
121,0,7,-1507,-1507,-17,-17,0
121,0,8,-1980,-1980,-17,-17,0
121,0,9,-683,-683,-17,-17,0
121,0,10,1094,1094,120,120,0
121,0,11,6,6,-16,-16,0
121,0,12,1948,1948,127,127,0
121,0,13,2150,2150,127,127,0
121,0,14,72,72,-8,-8,0
121,0,15,-476,-476,-17,-17,0
121,1,0,-193,-193,-5,-5,0
121,1,1,2236,2236,127,127,0
121,1,2,921,921,65,65,0
121,1,3,-381,-381,-17,-17,0
122,0,0,184,184,6,6,0
122,0,1,926,926,99,99,0
122,0,2,-237,-237,-17,-17,0
122,0,3,1045,1045,114,114,0
122,0,4,-1948,-1948,-17,-17,0
122,0,5,-1776,-1776,-17,-17,0
122,0,6,661,661,66,66,0
122,0,7,593,593,57,57,0
122,0,8,90,90,-6,-6,0
122,0,9,1237,1237,127,127,0
122,0,10,1274,1274,127,127,0
122,0,11,-234,-234,-17,-17,0
122,0,12,-2447,-2447,-17,-17,0
122,0,13,-1210,-1210,-17,-17,0
122,0,14,1782,1782,127,127,0
122,0,15,469,469,42,42,0
122,1,0,863,863,61,61,0
122,1,1,-613,-613,-31,-31,0
122,1,2,-542,-542,-27,-27,0
122,1,3,-1238,-1238,-70,-70,0
123,0,0,-1594,-1594,-17,-17,0
123,0,1,-126,-126,-17,-17,0
123,0,2,-668,-668,-17,-17,0
123,0,3,-760,-760,-17,-17,0
123,0,4,-1062,-1062,-17,-17,0
123,0,5,2401,2401,127,127,0
123,0,6,1139,1139,126,126,0
123,0,7,-1743,-1743,-17,-17,0
123,0,8,-800,-800,-17,-17,0
123,0,9,758,758,78,78,0
123,0,10,141,141,1,1,0
123,0,11,649,649,64,64,0
123,0,12,782,782,81,81,0
123,0,13,615,615,60,60,0
123,0,14,208,208,9,9,0
123,0,15,-1309,-1309,-17,-17,0
123,1,0,-1158,-1158,-65,-65,0
123,1,1,434,434,34,34,0
123,1,2,-847,-847,-46,-46,0
123,1,3,784,784,56,56,0
124,0,0,-1462,-1462,-17,-17,0
124,0,1,-1533,-1533,-17,-17,0
124,0,2,571,571,55,55,0
124,0,3,815,815,85,85,0
124,0,4,159,159,3,3,0
124,0,5,1003,1003,109,109,0
124,0,6,1922,1922,127,127,0
124,0,7,-1959,-1959,-17,-17,0
124,0,8,-185,-185,-17,-17,0
124,0,9,-451,-451,-17,-17,0
124,0,10,1353,1353,127,127,0
124,0,11,337,337,25,25,0
124,0,12,71,71,-8,-8,0
124,0,13,-360,-360,-17,-17,0
124,0,14,-341,-341,-17,-17,0
124,0,15,-1177,-1177,-17,-17,0
124,1,0,-100,-100,1,1,0
124,1,1,303,303,26,26,0
124,1,2,394,394,32,32,0
124,1,3,1577,1577,106,106,0
125,0,0,-350,-350,-17,-17,0
125,0,1,1566,1566,127,127,0
125,0,2,-538,-538,-17,-17,0
125,0,3,-227,-227,-17,-17,0
125,0,4,-1971,-1971,-17,-17,0
125,0,5,-610,-610,-17,-17,0
125,0,6,-1349,-1349,-17,-17,0
125,0,7,282,282,18,18,0
125,0,8,1493,1493,127,127,0
125,0,9,1504,1504,127,127,0
125,0,10,1050,1050,114,114,0
125,0,11,-1564,-1564,-17,-17,0
125,0,12,-203,-203,-17,-17,0
125,0,13,933,933,100,100,0
125,0,14,-76,-76,-17,-17,0
125,0,15,-65,-65,-17,-17,0
125,1,0,-192,-192,-5,-5,0
125,1,1,-18,-18,6,6,0
125,1,2,507,507,39,39,0
125,1,3,-840,-840,-46,-46,0
126,0,0,-951,-951,-17,-17,0
126,0,1,1759,1759,127,127,0
126,0,2,1364,1364,127,127,0
126,0,3,1044,1044,114,114,0
126,0,4,-836,-836,-17,-17,0
126,0,5,-1381,-1381,-17,-17,0
126,0,6,-1221,-1221,-17,-17,0
126,0,7,94,94,-5,-5,0
126,0,8,-31,-31,-17,-17,0
126,0,9,864,864,91,91,0
126,0,10,2029,2029,127,127,0
126,0,11,-316,-316,-17,-17,0
126,0,12,-816,-816,-17,-17,0
126,0,13,-671,-671,-17,-17,0
126,0,14,-991,-991,-17,-17,0
126,0,15,-666,-666,-17,-17,0
126,1,0,1246,1246,85,85,0
126,1,1,-37,-37,5,5,0
126,1,2,383,383,31,31,0
126,1,3,-900,-900,-49,-49,0
127,0,0,1176,1176,127,127,0
127,0,1,-1407,-1407,-17,-17,0
127,0,2,-1635,-1635,-17,-17,0
127,0,3,-1323,-1323,-17,-17,0
127,0,4,1224,1224,127,127,0
127,0,5,1491,1491,127,127,0
127,0,6,-1197,-1197,-17,-17,0
127,0,7,450,450,39,39,0
127,0,8,357,357,28,28,0
127,0,9,249,249,14,14,0
127,0,10,381,381,31,31,0
127,0,11,-567,-567,-17,-17,0
127,0,12,-240,-240,-17,-17,0
127,0,13,882,882,93,93,0
127,0,14,99,99,-4,-4,0
127,0,15,1461,1461,127,127,0
127,1,0,-864,-864,-47,-47,0
127,1,1,2635,2635,127,127,0
127,1,2,1545,1545,104,104,0
127,1,3,-130,-130,-1,-1,0
128,0,0,2118,2118,127,127,0
128,0,1,1031,1031,112,112,0
128,0,2,-911,-911,-17,-17,0
128,0,3,-1338,-1338,-17,-17,0
128,0,4,-1390,-1390,-17,-17,0
128,0,5,-92,-92,-17,-17,0
128,0,6,651,651,65,65,0
128,0,7,404,404,34,34,0
128,0,8,2422,2422,127,127,0
128,0,9,195,195,8,8,0
128,0,10,-2077,-2077,-17,-17,0
128,0,11,-839,-839,-17,-17,0
128,0,12,-816,-816,-17,-17,0
128,0,13,-928,-928,-17,-17,0
128,0,14,1510,1510,127,127,0
128,0,15,2403,2403,127,127,0
128,1,0,-530,-530,-26,-26,0
128,1,1,-301,-301,-12,-12,0
128,1,2,-72,-72,2,2,0
128,1,3,-649,-649,-34,-34,0
129,0,0,-681,-681,-17,-17,0
129,0,1,1637,1637,127,127,0
129,0,2,2605,2605,127,127,0
129,0,3,108,108,-3,-3,0
129,0,4,11,11,-15,-15,0
129,0,5,-1871,-1871,-17,-17,0
129,0,6,-2043,-2043,-17,-17,0
129,0,7,185,185,6,6,0
129,0,8,538,538,50,50,0
129,0,9,3276,3276,127,127,0
129,0,10,1079,1079,118,118,0
129,0,11,862,862,91,91,0
129,0,12,-1380,-1380,-17,-17,0
129,0,13,-3652,-3652,-17,-17,0
129,0,14,-734,-734,-17,-17,0
129,0,15,-396,-396,-17,-17,0
129,1,0,1143,1143,79,79,0
129,1,1,-336,-336,-14,-14,0
129,1,2,-762,-762,-41,-41,0
129,1,3,-837,-837,-45,-45,0
130,0,0,429,429,37,37,0
130,0,1,851,851,90,90,0
130,0,2,-602,-602,-17,-17,0
130,0,3,-1740,-1740,-17,-17,0
130,0,4,-1948,-1948,-17,-17,0
130,0,5,-851,-851,-17,-17,0
130,0,6,1191,1191,127,127,0
130,0,7,1403,1403,127,127,0
130,0,8,2065,2065,127,127,0
130,0,9,57,57,-10,-10,0
130,0,10,-1171,-1171,-17,-17,0
130,0,11,-104,-104,-17,-17,0
130,0,12,-2397,-2397,-17,-17,0
130,0,13,410,410,34,34,0
130,0,14,2347,2347,127,127,0
130,0,15,714,714,72,72,0
130,1,0,-318,-318,-13,-13,0
130,1,1,-638,-638,-33,-33,0
130,1,2,-451,-451,-21,-21,0
130,1,3,-264,-264,-10,-10,0
131,0,0,-12,-12,-17,-17,0
131,0,1,-754,-754,-17,-17,0
131,0,2,1849,1849,127,127,0
131,0,3,627,627,62,62,0
131,0,4,-25,-25,-17,-17,0
131,0,5,-317,-317,-17,-17,0
131,0,6,231,231,12,12,0
131,0,7,-2026,-2026,-17,-17,0
131,0,8,-323,-323,-17,-17,0
131,0,9,765,765,79,79,0
131,0,10,1058,1058,115,115,0
131,0,11,1,1,-17,-17,0
131,0,12,-36,-36,-17,-17,0
131,0,13,-418,-418,-17,-17,0
131,0,14,-680,-680,-17,-17,0
131,0,15,273,273,17,17,0
131,1,0,1411,1411,95,95,0
131,1,1,466,466,36,36,0
131,1,2,548,548,41,41,0
131,1,3,-20,-20,6,6,0
132,0,0,-1280,-1280,-17,-17,0
132,0,1,-1953,-1953,-17,-17,0
132,0,2,-1246,-1246,-17,-17,0
132,0,3,1336,1336,127,127,0
132,0,4,1068,1068,117,117,0
132,0,5,1010,1010,109,109,0
132,0,6,2497,2497,127,127,0
132,0,7,-621,-621,-17,-17,0
132,0,8,-2839,-2839,-17,-17,0
132,0,9,-1877,-1877,-17,-17,0
132,0,10,465,465,41,41,0
132,0,11,572,572,55,55,0
132,0,12,-161,-161,-17,-17,0
132,0,13,1626,1626,127,127,0
132,0,14,1343,1343,127,127,0
132,0,15,-995,-995,-17,-17,0
132,1,0,-1681,-1681,-98,-98,0
132,1,1,-20,-20,6,6,0
132,1,2,3,3,7,7,0
132,1,3,962,962,67,67,0
133,0,0,-1590,-1590,-17,-17,0
133,0,1,-233,-233,-17,-17,0
133,0,2,359,359,28,28,0
133,0,3,-129,-129,-17,-17,0
133,0,4,1273,1273,127,127,0
133,0,5,2750,2750,127,127,0
133,0,6,-348,-348,-17,-17,0
133,0,7,-2966,-2966,-17,-17,0
133,0,8,-1864,-1864,-17,-17,0
133,0,9,-852,-852,-17,-17,0
133,0,10,325,325,24,24,0
133,0,11,932,932,100,100,0
133,0,12,2454,2454,127,127,0
133,0,13,1456,1456,127,127,0
133,0,14,-1627,-1627,-17,-17,0
133,0,15,-1305,-1305,-17,-17,0
133,1,0,-728,-728,-39,-39,0
133,1,1,1541,1541,103,103,0
133,1,2,66,66,11,11,0
133,1,3,112,112,14,14,0
134,0,0,937,937,100,100,0
134,0,1,-212,-212,-17,-17,0
134,0,2,-371,-371,-17,-17,0
134,0,3,-2495,-2495,-17,-17,0
134,0,4,-404,-404,-17,-17,0
134,0,5,157,157,3,3,0
134,0,6,1048,1048,114,114,0
134,0,7,484,484,44,44,0
134,0,8,895,895,95,95,0
134,0,9,1156,1156,127,127,0
134,0,10,-1598,-1598,-17,-17,0
134,0,11,-497,-497,-17,-17,0
134,0,12,784,784,81,81,0
134,0,13,115,115,-2,-2,0
134,0,14,-59,-59,-17,-17,0
134,0,15,1222,1222,127,127,0
134,1,0,-58,-58,3,3,0
134,1,1,317,317,27,27,0
134,1,2,172,172,18,18,0
134,1,3,274,274,24,24,0
135,0,0,155,155,3,3,0
135,0,1,833,833,87,87,0
135,0,2,-289,-289,-17,-17,0
135,0,3,-1666,-1666,-17,-17,0
135,0,4,737,737,75,75,0
135,0,5,185,185,6,6,0
135,0,6,1343,1343,127,127,0
135,0,7,-904,-904,-17,-17,0
135,0,8,734,734,75,75,0
135,0,9,722,722,73,73,0
135,0,10,-1465,-1465,-17,-17,0
135,0,11,-922,-922,-17,-17,0
135,0,12,1001,1001,108,108,0
135,0,13,-1021,-1021,-17,-17,0
135,0,14,497,497,45,45,0
135,0,15,440,440,38,38,0
135,1,0,73,73,12,12,0
135,1,1,-899,-899,-49,-49,0
135,1,2,-1234,-1234,-70,-70,0
135,1,3,-893,-893,-49,-49,0
136,0,0,-693,-693,-17,-17,0
136,0,1,-370,-370,-17,-17,0
136,0,2,2728,2728,127,127,0
136,0,3,951,951,102,102,0
136,0,4,-1516,-1516,-17,-17,0
136,0,5,37,37,-12,-12,0
136,0,6,-1350,-1350,-17,-17,0
136,0,7,-487,-487,-17,-17,0
136,0,8,-1544,-1544,-17,-17,0
136,0,9,954,954,102,102,0
136,0,10,2027,2027,127,127,0
136,0,11,10,10,-16,-16,0
136,0,12,243,243,14,14,0
136,0,13,-244,-244,-17,-17,0
136,0,14,-806,-806,-17,-17,0
136,0,15,-408,-408,-17,-17,0
136,1,0,1306,1306,89,89,0
136,1,1,328,328,28,28,0
136,1,2,832,832,59,59,0
136,1,3,-198,-198,-5,-5,0
137,0,0,1133,1133,125,125,0
137,0,1,543,543,51,51,0
137,0,2,-1172,-1172,-17,-17,0
137,0,3,-607,-607,-17,-17,0
137,0,4,-2202,-2202,-17,-17,0
137,0,5,-1307,-1307,-17,-17,0
137,0,6,-262,-262,-17,-17,0
137,0,7,1938,1938,127,127,0
137,0,8,2548,2548,127,127,0
137,0,9,8,8,-16,-16,0
137,0,10,-387,-387,-17,-17,0
137,0,11,-1472,-1472,-17,-17,0
137,0,12,-682,-682,-17,-17,0
137,0,13,483,483,44,44,0
137,0,14,1378,1378,127,127,0
137,0,15,1418,1418,127,127,0
137,1,0,-395,-395,-18,-18,0
137,1,1,631,631,47,47,0
137,1,2,890,890,63,63,0
137,1,3,-723,-723,-38,-38,0
138,0,0,862,862,91,91,0
138,0,1,-1528,-1528,-17,-17,0
138,0,2,-2688,-2688,-17,-17,0
138,0,3,787,787,82,82,0
138,0,4,467,467,42,42,0
138,0,5,1917,1917,127,127,0
138,0,6,-1673,-1673,-17,-17,0
138,0,7,932,932,100,100,0
138,0,8,-3,-3,-17,-17,0
138,0,9,-683,-683,-17,-17,0
138,0,10,-703,-703,-17,-17,0
138,0,11,1632,1632,127,127,0
138,0,12,727,727,74,74,0
138,0,13,377,377,30,30,0
138,0,14,-483,-483,-17,-17,0
138,0,15,1147,1147,127,127,0
138,1,0,-746,-746,-40,-40,0
138,1,1,1318,1318,89,89,0
138,1,2,782,782,56,56,0
138,1,3,831,831,59,59,0
139,0,0,-2513,-2513,-17,-17,0
139,0,1,821,821,86,86,0
139,0,2,-1050,-1050,-17,-17,0
139,0,3,-911,-911,-17,-17,0
139,0,4,2438,2438,127,127,0
139,0,5,2322,2322,127,127,0
139,0,6,-1319,-1319,-17,-17,0
139,0,7,-3445,-3445,-17,-17,0
139,0,8,-591,-591,-17,-17,0
139,0,9,358,358,28,28,0
139,0,10,-223,-223,-17,-17,0
139,0,11,1011,1011,110,110,0
139,0,12,3715,3715,127,127,0
139,0,13,2054,2054,127,127,0
139,0,14,-2727,-2727,-17,-17,0
139,0,15,-2228,-2228,-17,-17,0
139,1,0,-1174,-1174,-66,-66,0
139,1,1,951,951,67,67,0
139,1,2,-668,-668,-35,-35,0
139,1,3,-636,-636,-33,-33,0
140,0,0,-1140,-1140,-17,-17,0
140,0,1,448,448,39,39,0
140,0,2,-634,-634,-17,-17,0
140,0,3,1584,1584,127,127,0
140,0,4,292,292,20,20,0
140,0,5,920,920,98,98,0
140,0,6,-582,-582,-17,-17,0
140,0,7,-779,-779,-17,-17,0
140,0,8,-226,-226,-17,-17,0
140,0,9,-123,-123,-17,-17,0
140,0,10,220,220,11,11,0
140,0,11,-187,-187,-17,-17,0
140,0,12,-84,-84,-17,-17,0
140,0,13,-116,-116,-17,-17,0
140,0,14,347,347,27,27,0
140,0,15,-855,-855,-17,-17,0
140,1,0,-981,-981,-54,-54,0
140,1,1,-251,-251,-9,-9,0
140,1,2,856,856,61,61,0
140,1,3,91,91,13,13,0
141,0,0,-928,-928,-17,-17,0
141,0,1,-894,-894,-17,-17,0
141,0,2,1270,1270,127,127,0
141,0,3,1124,1124,124,124,0
141,0,4,-1227,-1227,-17,-17,0
141,0,5,-2168,-2168,-17,-17,0
141,0,6,26,26,-14,-14,0
141,0,7,585,585,56,56,0
141,0,8,949,949,102,102,0
141,0,9,1088,1088,119,119,0
141,0,10,222,222,11,11,0
141,0,11,391,391,32,32,0
141,0,12,-490,-490,-17,-17,0
141,0,13,-1101,-1101,-17,-17,0
141,0,14,1093,1093,120,120,0
141,0,15,-643,-643,-17,-17,0
141,1,0,215,215,21,21,0
141,1,1,-1362,-1362,-78,-78,0
141,1,2,441,441,35,35,0
141,1,3,-460,-460,-22,-22,0
142,0,0,-793,-793,-17,-17,0
142,0,1,-1407,-1407,-17,-17,0
142,0,2,-866,-866,-17,-17,0
142,0,3,1145,1145,126,126,0
142,0,4,2196,2196,127,127,0
142,0,5,1717,1717,127,127,0
142,0,6,-427,-427,-17,-17,0
142,0,7,-1296,-1296,-17,-17,0
142,0,8,-1490,-1490,-17,-17,0
142,0,9,-1489,-1489,-17,-17,0
142,0,10,207,207,9,9,0
142,0,11,973,973,105,105,0
142,0,12,1889,1889,127,127,0
142,0,13,375,375,30,30,0
142,0,14,-794,-794,-17,-17,0
142,0,15,-508,-508,-17,-17,0
142,1,0,-997,-997,-55,-55,0
142,1,1,29,29,9,9,0
142,1,2,431,431,34,34,0
142,1,3,560,560,42,42,0
143,0,0,633,633,62,62,0
143,0,1,1634,1634,127,127,0
143,0,2,415,415,35,35,0
143,0,3,-549,-549,-17,-17,0
143,0,4,-748,-748,-17,-17,0
143,0,5,133,133,0,0,0
143,0,6,-1446,-1446,-17,-17,0
143,0,7,-520,-520,-17,-17,0
143,0,8,841,841,88,88,0
143,0,9,1362,1362,127,127,0
143,0,10,488,488,44,44,0
143,0,11,634,634,62,62,0
143,0,12,-1320,-1320,-17,-17,0
143,0,13,-19,-19,-17,-17,0
143,0,14,-1598,-1598,-17,-17,0
143,0,15,918,918,98,98,0
143,1,0,169,169,18,18,0
143,1,1,-92,-92,1,1,0
143,1,2,-236,-236,-8,-8,0
143,1,3,-718,-718,-38,-38,0
144,0,0,1588,1588,127,127,0
144,0,1,2406,2406,127,127,0
144,0,2,254,254,15,15,0
144,0,3,-8,-8,-17,-17,0
144,0,4,-450,-450,-17,-17,0
144,0,5,-3592,-3592,-17,-17,0
144,0,6,-1094,-1094,-17,-17,0
144,0,7,1929,1929,127,127,0
144,0,8,2327,2327,127,127,0
144,0,9,835,835,88,88,0
144,0,10,-117,-117,-17,-17,0
144,0,11,-1204,-1204,-17,-17,0
144,0,12,-1781,-1781,-17,-17,0
144,0,13,-1638,-1638,-17,-17,0
144,0,14,485,485,44,44,0
144,0,15,1873,1873,127,127,0
144,1,0,164,164,17,17,0
144,1,1,283,283,25,25,0
144,1,2,402,402,32,32,0
144,1,3,-1351,-1351,-77,-77,0
145,0,0,-959,-959,-17,-17,0
145,0,1,356,356,28,28,0
145,0,2,516,516,48,48,0
145,0,3,1171,1171,127,127,0
145,0,4,-364,-364,-17,-17,0
145,0,5,636,636,63,63,0
145,0,6,61,61,-9,-9,0
145,0,7,-754,-754,-17,-17,0
145,0,8,651,651,65,65,0
145,0,9,-419,-419,-17,-17,0
145,0,10,-769,-769,-17,-17,0
145,0,11,561,561,53,53,0
145,0,12,-1349,-1349,-17,-17,0
145,0,13,1886,1886,127,127,0
145,0,14,-1284,-1284,-17,-17,0
145,0,15,-674,-674,-17,-17,0
145,1,0,-1884,-1884,-111,-111,0
145,1,1,-165,-165,-3,-3,0
145,1,2,1580,1580,106,106,0
145,1,3,1401,1401,95,95,0
146,0,0,-1915,-1915,-17,-17,0
146,0,1,-2024,-2024,-17,-17,0
146,0,2,-2253,-2253,-17,-17,0
146,0,3,563,563,54,54,0
146,0,4,1849,1849,127,127,0
146,0,5,3210,3210,127,127,0
146,0,6,881,881,93,93,0
146,0,7,-1838,-1838,-17,-17,0
146,0,8,-3342,-3342,-17,-17,0
146,0,9,-586,-586,-17,-17,0
146,0,10,-1265,-1265,-17,-17,0
146,0,11,36,36,-12,-12,0
146,0,12,3317,3317,127,127,0
146,0,13,3598,3598,127,127,0
146,0,14,-291,-291,-17,-17,0
146,0,15,-1630,-1630,-17,-17,0
146,1,0,-1298,-1298,-74,-74,0
146,1,1,1005,1005,70,70,0
146,1,2,487,487,38,38,0
146,1,3,541,541,41,41,0
147,0,0,160,160,3,3,0
147,0,1,-1154,-1154,-17,-17,0
147,0,2,1387,1387,127,127,0
147,0,3,-422,-422,-17,-17,0
147,0,4,-236,-236,-17,-17,0
147,0,5,-545,-545,-17,-17,0
147,0,6,-74,-74,-17,-17,0
147,0,7,1447,1447,127,127,0
147,0,8,-827,-827,-17,-17,0
147,0,9,739,739,76,76,0
147,0,10,-5,-5,-17,-17,0
147,0,11,46,46,-11,-11,0
147,0,12,-488,-488,-17,-17,0
147,0,13,-1742,-1742,-17,-17,0
147,0,14,1654,1654,127,127,0
147,0,15,445,445,39,39,0
147,1,0,1456,1456,98,98,0
147,1,1,585,585,44,44,0
147,1,2,-546,-546,-27,-27,0
147,1,3,-1599,-1599,-93,-93,0
148,0,0,554,554,52,52,0
148,0,1,-44,-44,-17,-17,0
148,0,2,-2097,-2097,-17,-17,0
148,0,3,-1105,-1105,-17,-17,0
148,0,4,652,652,65,65,0
148,0,5,2679,2679,127,127,0
148,0,6,-949,-949,-17,-17,0
148,0,7,-1262,-1262,-17,-17,0
148,0,8,165,165,4,4,0
148,0,9,-448,-448,-17,-17,0
148,0,10,-1601,-1601,-17,-17,0
148,0,11,21,21,-14,-14,0
148,0,12,2213,2213,127,127,0
148,0,13,2350,2350,127,127,0
148,0,14,-1188,-1188,-17,-17,0
148,0,15,839,839,88,88,0
148,1,0,-999,-999,-55,-55,0
148,1,1,2301,2301,127,127,0
148,1,2,1233,1233,84,84,0
148,1,3,-69,-69,3,3,0
149,0,0,-467,-467,-17,-17,0
149,0,1,164,164,4,4,0
149,0,2,-2265,-2265,-17,-17,0
149,0,3,-1739,-1739,-17,-17,0
149,0,4,1157,1157,127,127,0
149,0,5,1743,1743,127,127,0
149,0,6,-1451,-1451,-17,-17,0
149,0,7,-295,-295,-17,-17,0
149,0,8,1491,1491,127,127,0
149,0,9,-998,-998,-17,-17,0
149,0,10,-547,-547,-17,-17,0
149,0,11,249,249,14,14,0
149,0,12,2155,2155,127,127,0
149,0,13,1721,1721,127,127,0
149,0,14,-978,-978,-17,-17,0
149,0,15,-182,-182,-17,-17,0
149,1,0,-1603,-1603,-93,-93,0
149,1,1,680,680,50,50,0
149,1,2,1091,1091,75,75,0
149,1,3,33,33,9,9,0
150,0,0,2216,2216,127,127,0
150,0,1,-227,-227,-17,-17,0
150,0,2,255,255,15,15,0
150,0,3,-1228,-1228,-17,-17,0
150,0,4,-3101,-3101,-17,-17,0
150,0,5,-1974,-1974,-17,-17,0
150,0,6,533,533,50,50,0
150,0,7,3280,3280,127,127,0
150,0,8,1272,1272,127,127,0
150,0,9,-601,-601,-17,-17,0
150,0,10,-44,-44,-17,-17,0
150,0,11,-1722,-1722,-17,-17,0
150,0,12,-955,-955,-17,-17,0
150,0,13,247,247,14,14,0
150,0,14,1989,1989,127,127,0
150,0,15,2501,2501,127,127,0
150,1,0,-163,-163,-3,-3,0
150,1,1,495,495,38,38,0
150,1,2,750,750,54,54,0
150,1,3,4,4,7,7,0
151,0,0,-2232,-2232,-17,-17,0
151,0,1,-2724,-2724,-17,-17,0
151,0,2,-396,-396,-17,-17,0
151,0,3,2202,2202,127,127,0
151,0,4,2190,2190,127,127,0
151,0,5,78,78,-7,-7,0
151,0,6,306,306,21,21,0
151,0,7,-1716,-1716,-17,-17,0
151,0,8,-2808,-2808,-17,-17,0
151,0,9,-510,-510,-17,-17,0
151,0,10,1548,1548,127,127,0
151,0,11,2331,2331,127,127,0
151,0,12,1329,1329,127,127,0
151,0,13,1467,1467,127,127,0
151,0,14,-1125,-1125,-17,-17,0
151,0,15,-1947,-1947,-17,-17,0
151,1,0,-55,-55,4,4,0
151,1,1,206,206,20,20,0
151,1,2,337,337,28,28,0
151,1,3,962,962,67,67,0
152,0,0,-1004,-1004,-17,-17,0
152,0,1,-437,-437,-17,-17,0
152,0,2,25,25,-14,-14,0
152,0,3,442,442,38,38,0
152,0,4,-221,-221,-17,-17,0
152,0,5,301,301,21,21,0
152,0,6,1783,1783,127,127,0
152,0,7,340,340,26,26,0
152,0,8,-1943,-1943,-17,-17,0
152,0,9,679,679,68,68,0
152,0,10,-29,-29,-17,-17,0
152,0,11,-1022,-1022,-17,-17,0
152,0,12,-1250,-1250,-17,-17,0
152,0,13,322,322,23,23,0
152,0,14,1954,1954,127,127,0
152,0,15,-719,-719,-17,-17,0
152,1,0,-566,-566,-28,-28,0
152,1,1,-573,-573,-29,-29,0
152,1,2,-879,-879,-48,-48,0
152,1,3,-28,-28,5,5,0
153,0,0,-68,-68,-17,-17,0
153,0,1,-1126,-1126,-17,-17,0
153,0,2,-1734,-1734,-17,-17,0
153,0,3,-422,-422,-17,-17,0
153,0,4,-895,-895,-17,-17,0
153,0,5,3072,3072,127,127,0
153,0,6,739,739,76,76,0
153,0,7,1511,1511,127,127,0
153,0,8,363,363,29,29,0
153,0,9,-2360,-2360,-17,-17,0
153,0,10,-1378,-1378,-17,-17,0
153,0,11,-1941,-1941,-17,-17,0
153,0,12,1231,1231,127,127,0
153,0,13,2033,2033,127,127,0
153,0,14,915,915,98,98,0
153,0,15,217,217,10,10,0
153,1,0,-819,-819,-44,-44,0
153,1,1,1294,1294,88,88,0
153,1,2,261,261,23,23,0
153,1,3,-161,-161,-3,-3,0
154,0,0,-2483,-2483,-17,-17,0
154,0,1,-1923,-1923,-17,-17,0
154,0,2,-2533,-2533,-17,-17,0
154,0,3,577,577,55,55,0
154,0,4,2442,2442,127,127,0
154,0,5,1967,1967,127,127,0
154,0,6,427,427,37,37,0
154,0,7,-468,-468,-17,-17,0
154,0,8,-1063,-1063,-17,-17,0
154,0,9,-1418,-1418,-17,-17,0
154,0,10,-1053,-1053,-17,-17,0
154,0,11,1187,1187,127,127,0
154,0,12,1627,1627,127,127,0
154,0,13,1497,1497,127,127,0
154,0,14,1157,1157,127,127,0
154,0,15,-2198,-2198,-17,-17,0
154,1,0,-1523,-1523,-88,-88,0
154,1,1,324,324,27,27,0
154,1,2,-637,-637,-33,-33,0
154,1,3,40,40,10,10,0
155,0,0,-1455,-1455,-17,-17,0
155,0,1,-451,-451,-17,-17,0
155,0,2,1153,1153,127,127,0
155,0,3,1347,1347,127,127,0
155,0,4,1136,1136,125,125,0
155,0,5,775,775,80,80,0
155,0,6,-1701,-1701,-17,-17,0
155,0,7,-1207,-1207,-17,-17,0
155,0,8,-1628,-1628,-17,-17,0
155,0,9,1251,1251,127,127,0
155,0,10,230,230,12,12,0
155,0,11,2599,2599,127,127,0
