sample,layer,channel,original_acc,pot_acc,original_output,pot_output,absolute_error
192,0,15,551,551,52,52,0
192,1,0,701,701,51,51,0
192,1,1,1549,1549,104,104,0
192,1,2,96,96,13,13,0
192,1,3,112,112,14,14,0
193,0,0,-878,-878,-17,-17,0
193,0,1,1129,1129,124,124,0
193,0,2,-1034,-1034,-17,-17,0
193,0,3,-1487,-1487,-17,-17,0
193,0,4,-1085,-1085,-17,-17,0
193,0,5,1282,1282,127,127,0
193,0,6,724,724,74,74,0
193,0,7,751,751,77,77,0
193,0,8,478,478,43,43,0
193,0,9,145,145,1,1,0
193,0,10,-1508,-1508,-17,-17,0
193,0,11,64,64,-9,-9,0
193,0,12,331,331,25,25,0
193,0,13,778,778,80,80,0
193,0,14,250,250,14,14,0
193,0,15,-593,-593,-17,-17,0
193,1,0,-1277,-1277,-73,-73,0
193,1,1,487,487,38,38,0
193,1,2,-102,-102,1,1,0
193,1,3,-184,-184,-5,-5,0
194,0,0,-465,-465,-17,-17,0
194,0,1,896,896,95,95,0
194,0,2,-683,-683,-17,-17,0
194,0,3,-882,-882,-17,-17,0
194,0,4,-526,-526,-17,-17,0
194,0,5,-5,-5,-17,-17,0
194,0,6,1251,1251,127,127,0
194,0,7,-133,-133,-17,-17,0
194,0,8,328,328,24,24,0
194,0,9,-996,-996,-17,-17,0
194,0,10,-250,-250,-17,-17,0
194,0,11,736,736,75,75,0
194,0,12,-1548,-1548,-17,-17,0
194,0,13,1313,1313,127,127,0
194,0,14,904,904,96,96,0
194,0,15,-180,-180,-17,-17,0
194,1,0,-1313,-1313,-75,-75,0
194,1,1,-650,-650,-34,-34,0
194,1,2,-1326,-1326,-76,-76,0
194,1,3,533,533,40,40,0
195,0,0,-1106,-1106,-17,-17,0
195,0,1,43,43,-11,-11,0
195,0,2,802,802,83,83,0
195,0,3,-524,-524,-17,-17,0
195,0,4,460,460,41,41,0
195,0,5,694,694,70,70,0
195,0,6,-617,-617,-17,-17,0
195,0,7,-1313,-1313,-17,-17,0
195,0,8,-899,-899,-17,-17,0
195,0,9,1120,1120,123,123,0
195,0,10,769,769,79,79,0
195,0,11,13,13,-15,-15,0
195,0,12,1747,1747,127,127,0
195,0,13,-629,-629,-17,-17,0
195,0,14,-620,-620,-17,-17,0
195,0,15,-821,-821,-17,-17,0
195,1,0,1137,1137,78,78,0
195,1,1,1085,1085,75,75,0
195,1,2,-98,-98,1,1,0
195,1,3,-1255,-1255,-71,-71,0
196,0,0,-401,-401,-17,-17,0
196,0,1,1393,1393,127,127,0
196,0,2,2317,2317,127,127,0
196,0,3,1471,1471,127,127,0
196,0,4,-1325,-1325,-17,-17,0
196,0,5,-3026,-3026,-17,-17,0
196,0,6,-662,-662,-17,-17,0
196,0,7,-983,-983,-17,-17,0
196,0,8,676,676,68,68,0
196,0,9,2815,2815,127,127,0
196,0,10,1249,1249,127,127,0
196,0,11,1063,1063,116,116,0
196,0,12,-2963,-2963,-17,-17,0
196,0,13,-1484,-1484,-17,-17,0
196,0,14,-200,-200,-17,-17,0
196,0,15,-116,-116,-17,-17,0
196,1,0,589,589,44,44,0
196,1,1,-1204,-1204,-68,-68,0
196,1,2,-20,-20,6,6,0
196,1,3,-84,-84,2,2,0
197,0,0,941,941,101,101,0
197,0,1,-407,-407,-17,-17,0
197,0,2,-2505,-2505,-17,-17,0
197,0,3,-898,-898,-17,-17,0
197,0,4,604,604,59,59,0
197,0,5,411,411,35,35,0
197,0,6,23,23,-14,-14,0
197,0,7,-20,-20,-17,-17,0
197,0,8,42,42,-12,-12,0
197,0,9,-1456,-1456,-17,-17,0
197,0,10,-629,-629,-17,-17,0
197,0,11,738,738,75,75,0
197,0,12,635,635,63,63,0
197,0,13,1747,1747,127,127,0
197,0,14,714,714,72,72,0
197,0,15,1226,1226,127,127,0
197,1,0,-818,-818,-44,-44,0
197,1,1,1741,1741,116,116,0
197,1,2,283,283,25,25,0
197,1,3,-5,-5,7,7,0
198,0,0,104,104,-4,-4,0
198,0,1,801,801,83,83,0
198,0,2,58,58,-10,-10,0
198,0,3,230,230,12,12,0
198,0,4,-288,-288,-17,-17,0
198,0,5,-386,-386,-17,-17,0
198,0,6,776,776,80,80,0
198,0,7,138,138,0,0,0
198,0,8,-155,-155,-17,-17,0
198,0,9,-103,-103,-17,-17,0
198,0,10,669,669,67,67,0
198,0,11,661,661,66,66,0
198,0,12,-1927,-1927,-17,-17,0
198,0,13,-345,-345,-17,-17,0
198,0,14,-293,-293,-17,-17,0
198,0,15,389,389,32,32,0
198,1,0,336,336,28,28,0
198,1,1,-370,-370,-16,-16,0
198,1,2,-868,-868,-47,-47,0
198,1,3,597,597,44,44,0
199,0,0,-115,-115,-17,-17,0
199,0,1,425,425,36,36,0
199,0,2,-1525,-1525,-17,-17,0
199,0,3,140,140,1,1,0
199,0,4,-625,-625,-17,-17,0
199,0,5,1415,1415,127,127,0
199,0,6,1490,1490,127,127,0
199,0,7,-640,-640,-17,-17,0
199,0,8,-1270,-1270,-17,-17,0
199,0,9,-955,-955,-17,-17,0
199,0,10,-1150,-1150,-17,-17,0
199,0,11,1325,1325,127,127,0
199,0,12,1055,1055,115,115,0
199,0,13,-85,-85,-17,-17,0
199,0,14,455,455,40,40,0
199,0,15,170,170,4,4,0
199,1,0,-950,-950,-52,-52,0
199,1,1,-421,-421,-19,-19,0
199,1,2,-1530,-1530,-89,-89,0
199,1,3,871,871,62,62,0
200,0,0,1733,1733,127,127,0
200,0,1,1077,1077,118,118,0
200,0,2,-584,-584,-17,-17,0
200,0,3,-1675,-1675,-17,-17,0
200,0,4,-2676,-2676,-17,-17,0
200,0,5,-347,-347,-17,-17,0
200,0,6,2072,2072,127,127,0
200,0,7,1581,1581,127,127,0
200,0,8,625,625,61,61,0
200,0,9,-121,-121,-17,-17,0
200,0,10,-1887,-1887,-17,-17,0
200,0,11,-1133,-1133,-17,-17,0
200,0,12,-2014,-2014,-17,-17,0
200,0,13,1050,1050,114,114,0
200,0,14,2239,2239,127,127,0
200,0,15,2018,2018,127,127,0
200,1,0,-636,-636,-33,-33,0
200,1,1,894,894,63,63,0
200,1,2,-137,-137,-2,-2,0
200,1,3,-310,-310,-12,-12,0
201,0,0,263,263,16,16,0
201,0,1,-2146,-2146,-17,-17,0
201,0,2,-2515,-2515,-17,-17,0
201,0,3,-304,-304,-17,-17,0
201,0,4,2717,2717,127,127,0
201,0,5,398,398,33,33,0
201,0,6,1529,1529,127,127,0
201,0,7,-490,-490,-17,-17,0
201,0,8,-49,-49,-17,-17,0
201,0,9,-2713,-2713,-17,-17,0
201,0,10,-1702,-1702,-17,-17,0
201,0,11,1034,1034,112,112,0
201,0,12,2000,2000,127,127,0
201,0,13,1676,1676,127,127,0
201,0,14,242,242,13,13,0
201,0,15,548,548,52,52,0
201,1,0,-623,-623,-32,-32,0
201,1,1,637,637,47,47,0
201,1,2,-1054,-1054,-59,-59,0
201,1,3,804,804,57,57,0
202,0,0,366,366,29,29,0
202,0,1,805,805,84,84,0
202,0,2,1724,1724,127,127,0
202,0,3,828,828,87,87,0
202,0,4,-623,-623,-17,-17,0
202,0,5,-1369,-1369,-17,-17,0
202,0,6,-1860,-1860,-17,-17,0
202,0,7,394,394,32,32,0
202,0,8,398,398,33,33,0
202,0,9,207,207,9,9,0
202,0,10,1411,1411,127,127,0
202,0,11,-25,-25,-17,-17,0
202,0,12,-1116,-1116,-17,-17,0
202,0,13,-1097,-1097,-17,-17,0
202,0,14,-103,-103,-17,-17,0
202,0,15,651,651,65,65,0
202,1,0,1373,1373,93,93,0
202,1,1,562,562,42,42,0
202,1,2,1155,1155,79,79,0
202,1,3,-254,-254,-9,-9,0
203,0,0,2239,2239,127,127,0
203,0,1,1435,1435,127,127,0
203,0,2,901,901,96,96,0
203,0,3,-338,-338,-17,-17,0
203,0,4,-1637,-1637,-17,-17,0
203,0,5,-1886,-1886,-17,-17,0
203,0,6,-785,-785,-17,-17,0
203,0,7,586,586,56,56,0
203,0,8,3127,3127,127,127,0
203,0,9,118,118,-2,-2,0
203,0,10,1369,1369,127,127,0
203,0,11,-1730,-1730,-17,-17,0
203,0,12,-1304,-1304,-17,-17,0
203,0,13,-2558,-2558,-17,-17,0
203,0,14,403,403,34,34,0
203,0,15,2524,2524,127,127,0
203,1,0,1059,1059,73,73,0
203,1,1,1070,1070,74,74,0
203,1,2,1081,1081,75,75,0
203,1,3,-780,-780,-42,-42,0
204,0,0,442,442,38,38,0
204,0,1,-2295,-2295,-17,-17,0
204,0,2,1178,1178,127,127,0
204,0,3,1816,1816,127,127,0
204,0,4,324,324,24,24,0
204,0,5,-118,-118,-17,-17,0
204,0,6,-260,-260,-17,-17,0
204,0,7,-1122,-1122,-17,-17,0
204,0,8,-1054,-1054,-17,-17,0
204,0,9,-416,-416,-17,-17,0
204,0,10,2772,2772,127,127,0
204,0,11,455,455,40,40,0
204,0,12,-737,-737,-17,-17,0
204,0,13,-1629,-1629,-17,-17,0
204,0,14,584,584,56,56,0
204,0,15,727,727,74,74,0
204,1,0,1199,1199,82,82,0
204,1,1,499,499,38,38,0
204,1,2,956,956,67,67,0
204,1,3,282,282,25,25,0
205,0,0,50,50,-11,-11,0
205,0,1,-2246,-2246,-17,-17,0
205,0,2,-297,-297,-17,-17,0
205,0,3,437,437,38,38,0
205,0,4,151,151,2,2,0
205,0,5,990,990,107,107,0
205,0,6,-976,-976,-17,-17,0
205,0,7,-422,-422,-17,-17,0
205,0,8,-1293,-1293,-17,-17,0
205,0,9,-829,-829,-17,-17,0
205,0,10,1750,1750,127,127,0
205,0,11,-261,-261,-17,-17,0
205,0,12,158,158,3,3,0
205,0,13,1837,1837,127,127,0
205,0,14,891,891,95,95,0
205,0,15,335,335,25,25,0
205,1,0,-588,-588,-30,-30,0
205,1,1,1725,1725,115,115,0
205,1,2,1191,1191,82,82,0
205,1,3,-58,-58,3,3,0
206,0,0,-1982,-1982,-17,-17,0
206,0,1,-1030,-1030,-17,-17,0
206,0,2,672,672,67,67,0
206,0,3,994,994,107,107,0
206,0,4,-544,-544,-17,-17,0
206,0,5,408,408,34,34,0
206,0,6,2140,2140,127,127,0
206,0,7,-283,-283,-17,-17,0
206,0,8,-1941,-1941,-17,-17,0
206,0,9,-224,-224,-17,-17,0
206,0,10,8,8,-16,-16,0
206,0,11,795,795,83,83,0
206,0,12,-323,-323,-17,-17,0
206,0,13,164,164,4,4,0
206,0,14,1086,1086,119,119,0
206,0,15,-1697,-1697,-17,-17,0
206,1,0,-802,-802,-43,-43,0
206,1,1,-1105,-1105,-62,-62,0
206,1,2,-732,-732,-39,-39,0
206,1,3,1201,1201,82,82,0
207,0,0,1897,1897,127,127,0
207,0,1,500,500,46,46,0
207,0,2,-12,-12,-17,-17,0
207,0,3,-2039,-2039,-17,-17,0
207,0,4,-691,-691,-17,-17,0
207,0,5,-678,-678,-17,-17,0
207,0,6,-395,-395,-17,-17,0
207,0,7,2018,2018,127,127,0
207,0,8,2091,2091,127,127,0
207,0,9,754,754,77,77,0
207,0,10,-2008,-2008,-17,-17,0
207,0,11,-1770,-1770,-17,-17,0
207,0,12,-167,-167,-17,-17,0
207,0,13,-544,-544,-17,-17,0
207,0,14,984,984,106,106,0
207,0,15,2182,2182,127,127,0
207,1,0,-7,-7,7,7,0
207,1,1,236,236,22,22,0
207,1,2,479,479,37,37,0
207,1,3,-1150,-1150,-65,-65,0
208,0,0,-28,-28,-17,-17,0
208,0,1,572,572,55,55,0
208,0,2,1667,1667,127,127,0
208,0,3,1097,1097,120,120,0
208,0,4,377,377,30,30,0
208,0,5,-1693,-1693,-17,-17,0
208,0,6,-1573,-1573,-17,-17,0
208,0,7,242,242,13,13,0
208,0,8,452,452,40,40,0
208,0,9,467,467,42,42,0
208,0,10,1652,1652,127,127,0
208,0,11,857,857,90,90,0
208,0,12,-1378,-1378,-17,-17,0
208,0,13,-1843,-1843,-17,-17,0
208,0,14,-928,-928,-17,-17,0
208,0,15,257,257,15,15,0
208,1,0,1063,1063,74,74,0
208,1,1,-512,-512,-25,-25,0
208,1,2,435,435,34,34,0
208,1,3,251,251,23,23,0
209,0,0,-1239,-1239,-17,-17,0
209,0,1,-3233,-3233,-17,-17,0
209,0,2,-622,-622,-17,-17,0
209,0,3,699,699,71,71,0
209,0,4,-215,-215,-17,-17,0
209,0,5,2486,2486,127,127,0
209,0,6,1092,1092,120,120,0
209,0,7,403,403,34,34,0
209,0,8,-1411,-1411,-17,-17,0
209,0,9,-1440,-1440,-17,-17,0
209,0,10,796,796,83,83,0
209,0,11,2,2,-17,-17,0
209,0,12,1518,1518,127,127,0
209,0,13,1129,1129,124,124,0
209,0,14,-25,-25,-17,-17,0
209,0,15,-954,-954,-17,-17,0
209,1,0,-835,-835,-45,-45,0
209,1,1,1343,1343,91,91,0
209,1,2,960,960,67,67,0
209,1,3,1214,1214,83,83,0
210,0,0,1703,1703,127,127,0
210,0,1,2168,2168,127,127,0
210,0,2,488,488,44,44,0
210,0,3,-832,-832,-17,-17,0
210,0,4,-1432,-1432,-17,-17,0
210,0,5,-2257,-2257,-17,-17,0
210,0,6,-112,-112,-17,-17,0
210,0,7,1718,1718,127,127,0
210,0,8,2243,2243,127,127,0
210,0,9,2243,2243,127,127,0
210,0,10,-817,-817,-17,-17,0
210,0,11,-2047,-2047,-17,-17,0
210,0,12,-2542,-2542,-17,-17,0
210,0,13,-1732,-1732,-17,-17,0
210,0,14,1148,1148,127,127,0
210,0,15,1988,1988,127,127,0
210,1,0,348,348,29,29,0
210,1,1,165,165,17,17,0
210,1,2,-18,-18,6,6,0
210,1,3,-2073,-2073,-123,-123,0
211,0,0,-1332,-1332,-17,-17,0
211,0,1,-21,-21,-17,-17,0
211,0,2,-2295,-2295,-17,-17,0
211,0,3,-954,-954,-17,-17,0
211,0,4,1752,1752,127,127,0
211,0,5,2073,2073,127,127,0
211,0,6,24,24,-14,-14,0
211,0,7,-210,-210,-17,-17,0
211,0,8,-729,-729,-17,-17,0
211,0,9,-948,-948,-17,-17,0
211,0,10,-2457,-2457,-17,-17,0
211,0,11,264,264,16,16,0
211,0,12,2640,2640,127,127,0
211,0,13,906,906,96,96,0
211,0,14,1227,1227,127,127,0
211,0,15,-1047,-1047,-17,-17,0
211,1,0,-879,-879,-48,-48,0
211,1,1,1095,1095,76,76,0
211,1,2,-272,-272,-10,-10,0
211,1,3,-1171,-1171,-66,-66,0
212,0,0,-29,-29,-17,-17,0
212,0,1,840,840,88,88,0
212,0,2,-1216,-1216,-17,-17,0
212,0,3,-827,-827,-17,-17,0
212,0,4,342,342,26,26,0
212,0,5,86,86,-6,-6,0
212,0,6,1000,1000,108,108,0
212,0,7,174,174,5,5,0
212,0,8,953,953,102,102,0
212,0,9,202,202,8,8,0
212,0,10,456,456,40,40,0
212,0,11,-1495,-1495,-17,-17,0
212,0,12,-1181,-1181,-17,-17,0
212,0,13,1098,1098,120,120,0
212,0,14,-463,-463,-17,-17,0
212,0,15,256,256,15,15,0
212,1,0,-752,-752,-40,-40,0
212,1,1,-97,-97,1,1,0
212,1,2,181,181,18,18,0
212,1,3,537,537,41,41,0
213,0,0,-2318,-2318,-17,-17,0
213,0,1,-75,-75,-17,-17,0
213,0,2,1223,1223,127,127,0
213,0,3,511,511,47,47,0
213,0,4,-156,-156,-17,-17,0
213,0,5,-508,-508,-17,-17,0
213,0,6,1330,1330,127,127,0
213,0,7,-1977,-1977,-17,-17,0
213,0,8,-1084,-1084,-17,-17,0
213,0,9,1549,1549,127,127,0
213,0,10,1797,1797,127,127,0
213,0,11,-175,-175,-17,-17,0
213,0,12,-737,-737,-17,-17,0
213,0,13,1071,1071,117,117,0
213,0,14,-511,-511,-17,-17,0
213,0,15,-2033,-2033,-17,-17,0
213,1,0,621,621,46,46,0
213,1,1,898,898,63,63,0
213,1,2,265,265,24,24,0
213,1,3,672,672,49,49,0
214,0,0,-1595,-1595,-17,-17,0
214,0,1,-930,-930,-17,-17,0
214,0,2,-685,-685,-17,-17,0
214,0,3,-350,-350,-17,-17,0
214,0,4,1965,1965,127,127,0
214,0,5,695,695,70,70,0
214,0,6,-860,-860,-17,-17,0
214,0,7,-2160,-2160,-17,-17,0
214,0,8,-1795,-1795,-17,-17,0
214,0,9,1120,1120,123,123,0
214,0,10,1020,1020,111,111,0
214,0,11,1700,1700,127,127,0
214,0,12,1675,1675,127,127,0
214,0,13,1875,1875,127,127,0
214,0,14,-1735,-1735,-17,-17,0
214,0,15,-1310,-1310,-17,-17,0
214,1,0,-3,-3,7,7,0
214,1,1,1221,1221,83,83,0
214,1,2,-558,-558,-28,-28,0
214,1,3,-465,-465,-22,-22,0
215,0,0,-175,-175,-17,-17,0
215,0,1,450,450,39,39,0
215,0,2,880,880,93,93,0
215,0,3,-745,-745,-17,-17,0
215,0,4,2055,2055,127,127,0
215,0,5,-1445,-1445,-17,-17,0
215,0,6,-1435,-1435,-17,-17,0
215,0,7,210,210,9,9,0
215,0,8,-155,-155,-17,-17,0
215,0,9,860,860,91,91,0
215,0,10,225,225,11,11,0
215,0,11,565,565,54,54,0
215,0,12,275,275,18,18,0
215,0,13,-1695,-1695,-17,-17,0
215,0,14,70,70,-8,-8,0
215,0,15,110,110,-3,-3,0
215,1,0,1150,1150,79,79,0
215,1,1,31,31,9,9,0
215,1,2,-1088,-1088,-61,-61,0
215,1,3,-1284,-1284,-73,-73,0
216,0,0,739,739,76,76,0
216,0,1,1322,1322,127,127,0
216,0,2,3990,3990,127,127,0
216,0,3,988,988,107,107,0
216,0,4,-2329,-2329,-17,-17,0
216,0,5,-2751,-2751,-17,-17,0
216,0,6,-908,-908,-17,-17,0
216,0,7,-640,-640,-17,-17,0
216,0,8,-12,-12,-17,-17,0
216,0,9,2911,2911,127,127,0
216,0,10,2684,2684,127,127,0
216,0,11,-423,-423,-17,-17,0
216,0,12,-4145,-4145,-17,-17,0
216,0,13,-1942,-1942,-17,-17,0
216,0,14,456,456,40,40,0
216,0,15,1024,1024,111,111,0
216,1,0,1430,1430,96,96,0
216,1,1,766,766,55,55,0
216,1,2,505,505,39,39,0
216,1,3,-1368,-1368,-79,-79,0
217,0,0,347,347,27,27,0
217,0,1,419,419,36,36,0
217,0,2,371,371,30,30,0
217,0,3,-1492,-1492,-17,-17,0
217,0,4,230,230,12,12,0
217,0,5,-373,-373,-17,-17,0
217,0,6,1229,1229,127,127,0
217,0,7,-829,-829,-17,-17,0
217,0,8,263,263,16,16,0
217,0,9,-475,-475,-17,-17,0
217,0,10,-13,-13,-17,-17,0
217,0,11,-1486,-1486,-17,-17,0
217,0,12,-109,-109,-17,-17,0
217,0,13,833,833,87,87,0
217,0,14,1025,1025,111,111,0
217,0,15,632,632,62,62,0
217,1,0,-429,-429,-20,-20,0
217,1,1,256,256,23,23,0
217,1,2,-554,-554,-28,-28,0
217,1,3,79,79,12,12,0
218,0,0,-49,-49,-17,-17,0
218,0,1,-152,-152,-17,-17,0
218,0,2,1665,1665,127,127,0
218,0,3,-733,-733,-17,-17,0
218,0,4,-1046,-1046,-17,-17,0
218,0,5,-909,-909,-17,-17,0
218,0,6,398,398,33,33,0
218,0,7,1765,1765,127,127,0
218,0,8,-1413,-1413,-17,-17,0
218,0,9,1004,1004,109,109,0
218,0,10,226,226,11,11,0
218,0,11,-702,-702,-17,-17,0
218,0,12,-70,-70,-17,-17,0
218,0,13,-668,-668,-17,-17,0
218,0,14,624,624,61,61,0
218,0,15,236,236,13,13,0
218,1,0,1589,1589,106,106,0
218,1,1,472,472,37,37,0
218,1,2,-645,-645,-33,-33,0
218,1,3,-1112,-1112,-63,-63,0
219,0,0,1188,1188,127,127,0
219,0,1,1675,1675,127,127,0
219,0,2,-643,-643,-17,-17,0
219,0,3,1779,1779,127,127,0
219,0,4,-1634,-1634,-17,-17,0
219,0,5,-1192,-1192,-17,-17,0
219,0,6,-1005,-1005,-17,-17,0
219,0,7,127,127,-1,-1,0
219,0,8,2819,2819,127,127,0
219,0,9,1476,1476,127,127,0
219,0,10,1048,1048,114,114,0
219,0,11,575,575,55,55,0
219,0,12,-2088,-2088,-17,-17,0
219,0,13,-2936,-2936,-17,-17,0
219,0,14,-1249,-1249,-17,-17,0
219,0,15,1473,1473,127,127,0
219,1,0,-259,-259,-9,-9,0
219,1,1,-470,-470,-22,-22,0
219,1,2,1191,1191,82,82,0
219,1,3,44,44,10,10,0
220,0,0,735,735,75,75,0
220,0,1,1427,1427,127,127,0
220,0,2,1474,1474,127,127,0
220,0,3,-519,-519,-17,-17,0
220,0,4,-3127,-3127,-17,-17,0
220,0,5,-815,-815,-17,-17,0
220,0,6,-483,-483,-17,-17,0
220,0,7,2249,2249,127,127,0
220,0,8,1111,1111,122,122,0
220,0,9,-177,-177,-17,-17,0
220,0,10,350,350,27,27,0
220,0,11,-1148,-1148,-17,-17,0
220,0,12,-1401,-1401,-17,-17,0
220,0,13,-1024,-1024,-17,-17,0
220,0,14,1288,1288,127,127,0
220,0,15,1020,1020,111,111,0
220,1,0,1083,1083,75,75,0
220,1,1,404,404,32,32,0
220,1,2,336,336,28,28,0
220,1,3,-1539,-1539,-89,-89,0
221,0,0,1306,1306,127,127,0
221,0,1,-81,-81,-17,-17,0
221,0,2,-1153,-1153,-17,-17,0
221,0,3,-245,-245,-17,-17,0
221,0,4,-2457,-2457,-17,-17,0
221,0,5,-1084,-1084,-17,-17,0
221,0,6,829,829,87,87,0
221,0,7,2142,2142,127,127,0
221,0,8,1805,1805,127,127,0
221,0,9,-872,-872,-17,-17,0
221,0,10,96,96,-5,-5,0
221,0,11,-1426,-1426,-17,-17,0
221,0,12,-1733,-1733,-17,-17,0
221,0,13,630,630,62,62,0
221,0,14,2183,2183,127,127,0
221,0,15,1591,1591,127,127,0
221,1,0,-528,-528,-26,-26,0
221,1,1,624,624,46,46,0
221,1,2,749,749,54,54,0
221,1,3,354,354,29,29,0
222,0,0,935,935,100,100,0
222,0,1,-1132,-1132,-17,-17,0
222,0,2,-484,-484,-17,-17,0
222,0,3,-1291,-1291,-17,-17,0
222,0,4,632,632,62,62,0
222,0,5,-805,-805,-17,-17,0
222,0,6,2303,2303,127,127,0
222,0,7,1736,1736,127,127,0
222,0,8,59,59,-9,-9,0
222,0,9,-1243,-1243,-17,-17,0
222,0,10,-490,-490,-17,-17,0
222,0,11,-1612,-1612,-17,-17,0
222,0,12,311,311,22,22,0
222,0,13,-271,-271,-17,-17,0
222,0,14,1292,1292,127,127,0
222,0,15,1220,1220,127,127,0
222,1,0,709,709,51,51,0
222,1,1,675,675,49,49,0
222,1,2,-776,-776,-42,-42,0
222,1,3,-459,-459,-22,-22,0
223,0,0,1385,1385,127,127,0
223,0,1,505,505,46,46,0
223,0,2,-30,-30,-17,-17,0
223,0,3,-1420,-1420,-17,-17,0
223,0,4,-665,-665,-17,-17,0
223,0,5,-1200,-1200,-17,-17,0
223,0,6,1190,1190,127,127,0
223,0,7,1240,1240,127,127,0
223,0,8,1305,1305,127,127,0
223,0,9,-40,-40,-17,-17,0
223,0,10,-1670,-1670,-17,-17,0
223,0,11,-1875,-1875,-17,-17,0
223,0,12,875,875,93,93,0
223,0,13,-2015,-2015,-17,-17,0
223,0,14,2355,2355,127,127,0
223,0,15,1670,1670,127,127,0
223,1,0,85,85,12,12,0
223,1,1,-34,-34,5,5,0
223,1,2,-153,-153,-3,-3,0
223,1,3,-272,-272,-10,-10,0
224,0,0,-665,-665,-17,-17,0
224,0,1,-564,-564,-17,-17,0
224,0,2,-313,-313,-17,-17,0
224,0,3,-512,-512,-17,-17,0
224,0,4,294,294,20,20,0
224,0,5,725,725,74,74,0
224,0,6,-1439,-1439,-17,-17,0
224,0,7,477,477,43,43,0
224,0,8,-262,-262,-17,-17,0
224,0,9,514,514,47,47,0
224,0,10,810,810,84,84,0
224,0,11,-199,-199,-17,-17,0
224,0,12,1777,1777,127,127,0
224,0,13,558,558,53,53,0
224,0,14,-1261,-1261,-17,-17,0
224,0,15,-380,-380,-17,-17,0
224,1,0,419,419,33,33,0
224,1,1,1461,1461,98,98,0
224,1,2,410,410,33,33,0
224,1,3,-641,-641,-33,-33,0
225,0,0,-1027,-1027,-17,-17,0
225,0,1,497,497,45,45,0
225,0,2,-1789,-1789,-17,-17,0
225,0,3,-3640,-3640,-17,-17,0
225,0,4,-211,-211,-17,-17,0
225,0,5,1898,1898,127,127,0
225,0,6,317,317,23,23,0
225,0,7,566,566,54,54,0
225,0,8,905,905,96,96,0
225,0,9,74,74,-8,-8,0
225,0,10,-1747,-1747,-17,-17,0
225,0,11,-1828,-1828,-17,-17,0
225,0,12,1541,1541,127,127,0
225,0,13,1940,1940,127,127,0
225,0,14,2444,2444,127,127,0
225,0,15,-742,-742,-17,-17,0
225,1,0,-1452,-1452,-84,-84,0
225,1,1,633,633,47,47,0
225,1,2,443,443,35,35,0
225,1,3,-696,-696,-37,-37,0
226,0,0,48,48,-11,-11,0
226,0,1,-905,-905,-17,-17,0
226,0,2,-1453,-1453,-17,-17,0
226,0,3,-1191,-1191,-17,-17,0
226,0,4,-59,-59,-17,-17,0
226,0,5,-1072,-1072,-17,-17,0
226,0,6,1500,1500,127,127,0
226,0,7,1507,1507,127,127,0
226,0,8,869,869,92,92,0
226,0,9,591,591,57,57,0
226,0,10,-707,-707,-17,-17,0
226,0,11,80,80,-7,-7,0
226,0,12,237,237,13,13,0
226,0,13,-581,-581,-17,-17,0
226,0,14,1076,1076,118,118,0
226,0,15,333,333,25,25,0
226,1,0,219,219,21,21,0
226,1,1,-1008,-1008,-56,-56,0
226,1,2,-896,-896,-49,-49,0
226,1,3,-199,-199,-5,-5,0
227,0,0,1231,1231,127,127,0
227,0,1,1022,1022,111,111,0
227,0,2,-1167,-1167,-17,-17,0
227,0,3,-521,-521,-17,-17,0
227,0,4,-1015,-1015,-17,-17,0
227,0,5,-2379,-2379,-17,-17,0
227,0,6,952,952,102,102,0
227,0,7,2003,2003,127,127,0
227,0,8,954,954,102,102,0
227,0,9,-95,-95,-17,-17,0
227,0,10,-619,-619,-17,-17,0
227,0,11,867,867,92,92,0
227,0,12,-2477,-2477,-17,-17,0
227,0,13,-1126,-1126,-17,-17,0
227,0,14,2310,2310,127,127,0
227,0,15,1516,1516,127,127,0
227,1,0,-338,-338,-14,-14,0
227,1,1,-485,-485,-23,-23,0
227,1,2,-957,-957,-53,-53,0
227,1,3,-12,-12,6,6,0
228,0,0,1587,1587,127,127,0
228,0,1,364,364,29,29,0
228,0,2,341,341,26,26,0
228,0,3,-267,-267,-17,-17,0
228,0,4,-1475,-1475,-17,-17,0
228,0,5,-103,-103,-17,-17,0
228,0,6,-96,-96,-17,-17,0
228,0,7,496,496,45,45,0
228,0,8,2078,2078,127,127,0
228,0,9,390,390,32,32,0
228,0,10,-1058,-1058,-17,-17,0
228,0,11,-1381,-1381,-17,-17,0
228,0,12,-519,-519,-17,-17,0
228,0,13,-332,-332,-17,-17,0
228,0,14,-85,-85,-17,-17,0
228,0,15,1872,1872,127,127,0
228,1,0,-165,-165,-3,-3,0
228,1,1,526,526,40,40,0
228,1,2,1217,1217,83,83,0
228,1,3,36,36,9,9,0
229,0,0,2047,2047,127,127,0
229,0,1,775,775,80,80,0
229,0,2,-422,-422,-17,-17,0
229,0,3,-359,-359,-17,-17,0
229,0,4,-2156,-2156,-17,-17,0
229,0,5,-353,-353,-17,-17,0
229,0,6,1885,1885,127,127,0
229,0,7,2038,2038,127,127,0
229,0,8,616,616,60,60,0
229,0,9,-941,-941,-17,-17,0
229,0,10,-1283,-1283,-17,-17,0
229,0,11,-2285,-2285,-17,-17,0
229,0,12,-1367,-1367,-17,-17,0
229,0,13,361,361,28,28,0
229,0,14,1384,1384,127,127,0
229,0,15,2332,2332,127,127,0
229,1,0,-202,-202,-6,-6,0
